benchmark,title,group,code,family,BU,schedule,range,step,ak_annual_salary,market_target_annual_salary,percentile
120,Petroleum Economist 2,Government Management and Infrastructure,PD0222,PD02 ‐ Economic Research,GP,200,22,A,87341,123031.0,50
121,Planner 2,Government Management and Infrastructure,PD0332,PD03 ‐ Development and Infrastructure Planning,GP,200,17,A,62069,71236.0,50
122,Transportation Planner 1,Government Management and Infrastructure,PD0341,PD03 ‐ Development and Infrastructure Planning,GP,200,21,A,81764,74986.0,50
123,Transportation Planner 2,Government Management and Infrastructure,PD0342,PD03 ‐ Development and Infrastructure Planning,SS,200,22,A,95326,89023.0,50
124,Emergency Management Specialist 2,Government Management and Infrastructure,PD0412,PD04 ‐ Emergency Planning and Response,GP,200,16,A,57974,72656.0,50
125,Emergency Program Manager 1,Government Management and Infrastructure,PD0421,PD04 ‐ Emergency Planning and Response,SS,200,20,A,83470,93580.0,50
126,Emergency Services Dispatcher 1,Government Management and Infrastructure,PD0442,PD04 ‐ Emergency Planning and Response,GP,100,15,A,54483,48009.0,50
127,Emergency Dispatch Supervisor,Government Management and Infrastructure,PD0450,PD04 ‐ Emergency Planning and Response,SS,100,18,A,72925,68814.0,50
129,State Logistics Center Coordinator,Government Management and Infrastructure,PD0473,PD04 ‐ Emergency Planning and Response,SS,500,16,A,62837,94280.0,50
128,Wildland Fire Dispatcher 3,Government Management and Infrastructure,PD04A3,PD04 ‐ Emergency Planning and Response,GP,100,15,A,54483,53094.0,50
130,Airport Manager ‐ Anchorage International Airport,Government Management and Infrastructure,PD0501,PD05 ‐ Airport Administration,XE,N00,25,A,109493,119469.0,50
131,Airport Manager ‐ Fairbanks International Airport,Government Management and Infrastructure,PD0502,PD05 ‐ Airport Administration,XE,N00,24,A,102297,104885.0,50
132,International Airports Controller,Government Management and Infrastructure,PD0505,PD05 ‐ Airport Administration,XE,N00,24,A,102297,123863.0,50
133,Airport Operations Officer,Government Management and Infrastructure,PD0511,PD05 ‐ Airport Administration,GP,200,18,A,66788,78925.0,50
134,Airport Operations Specialist,Government Management and Infrastructure,PD0512,PD05 ‐ Airport Administration,GP,200,19,A,71526,65389.0,50
135,Airport Operations Superintendent,Government Management and Infrastructure,PD0513,PD05 ‐ Airport Administration,SS,200,21,A,89232,96974.0,50
136,Regional Safety and Airport Security Officer,Government Management and Infrastructure,PD0562,PD05 ‐ Airport Administration,GP,200,18,A,66788,73869.0,50
137,Ferry Terminal Agent 1,Government Management and Infrastructure,PD0611,PD06 ‐ Ferry System Administration,GP,200,13,A,47307,,50
138,Ferry Terminal Manager 1,Government Management and Infrastructure,PD0615,PD06 ‐ Ferry System Administration,SS,600,15,A,58531,69846.0,50
139,AMHS Dispatch Manager,Government Management and Infrastructure,PD0620,PD06 ‐ Ferry System Administration,KK,200,18,A,70782,66260.0,50
140,Reservation Call Center Supervisor,Government Management and Infrastructure,PD0632,PD06 ‐ Ferry System Administration,SS,200,16,A,63461,69694.0,50
141,Marine Traffic Manager,Government Management and Infrastructure,PD0639,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,85896.0,50
142,Marine Pilot Coordinator,Government Management and Infrastructure,PD0642,PD06 ‐ Ferry System Administration,XE,N00,20,A,78254,,50
143,Vessel Scheduling Coordinator,Government Management and Infrastructure,PD0643,PD06 ‐ Ferry System Administration,GP,200,17,A,62069,,50
144,Passenger Services Inspector,Government Management and Infrastructure,PD0644,PD06 ‐ Ferry System Administration,GP,200,17,A,62069,54962.0,50
145,AMHS Passenger Services Manager,Government Management and Infrastructure,PD0646,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,101773.0,50
146,Port Captain,Government Management and Infrastructure,PD0653,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,,50
147,Port Engineer,Government Management and Infrastructure,PD0655,PD06 ‐ Ferry System Administration,SS,200,22,A,95326,96059.0,50
148,AMHS Safety Management Coordinator,Government Management and Infrastructure,PD0656,PD06 ‐ Ferry System Administration,GP,200,19,A,71526,57618.0,50
149,Marine Engineering Assistant Manager,Government Management and Infrastructure,PD0669,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,97958.0,50
150,Marine Transportation Services Manager,Government Management and Infrastructure,PD0670,PD06 ‐ Ferry System Administration,XE,N00,25,A,109493,105699.0,50
151,Equipment Fleet District Manager,Government Management and Infrastructure,PD0711,PD07‐ Maintenance Administration,SS,200,20,A,83470,79785.0,50
152,State Equipment Fleet Manager,Government Management and Infrastructure,PD0714,PD07‐ Maintenance Administration,SS,200,23,A,101795,96916.0,50
153,"Manager, Airfield Maintenance",Government Management and Infrastructure,PD0722,PD07‐ Maintenance Administration,SS,200,22,A,95326,91993.0,50
154,Maintenance and Operations Specialist,Government Management and Infrastructure,PD0731,PD07‐ Maintenance Administration,GP,200,21,A,81764,91175.0,50
155,Maintenance and Operations Superintendent,Government Management and Infrastructure,PD0732,PD07‐ Maintenance Administration,SS,200,21,A,89232,87278.0,50
156,Maintenance and Operations Manager,Government Management and Infrastructure,PD0733,PD07‐ Maintenance Administration,SS,200,23,A,101795,95938.0,50
157,Right‐of‐Way Assistant,Government Management and Infrastructure,PD0810,PD08 ‐ Real Estate Appraisal,GP,200,12,A,44402,46131.0,50
158,Right‐of‐Way Agent 2,Government Management and Infrastructure,PD0812,PD08 ‐ Real Estate Appraisal,GP,200,16,A,57974,66851.0,50
159,Right‐of‐Way Agent 5,Government Management and Infrastructure,PD0815,PD08 ‐ Real Estate Appraisal,SS,200,21,A,89232,97306.0,50
160,Right‐of‐Way Review Appraiser 1,Government Management and Infrastructure,PD0821,PD08 ‐ Real Estate Appraisal,GP,200,21,A,81764,73722.0,50
161,Appraiser 2,Government Management and Infrastructure,PD0842,PD08 ‐ Real Estate Appraisal,GP,200,18,A,66788,80488.0,50
162,State Assessor,Government Management and Infrastructure,PD0850,PD08 ‐ Real Estate Appraisal,SS,200,23,A,101795,109510.0,50
163,Building Management Specialist,Government Management and Infrastructure,PD0902,PD09 ‐ Property Management,GP,200,19,A,71526,74954.0,50
164,Facilities Manager 1,Government Management and Infrastructure,PD0921,PD09 ‐ Property Management,GP,200,20,A,76440,82643.0,50
165,Airport Leasing Specialist 2,Government Management and Infrastructure,PD0942,PD09 ‐ Property Management,GP,200,16,A,57974,60902.0,50
166,Airport Leasing Program Manager,Government Management and Infrastructure,PD0945,PD09 ‐ Property Management,SS,200,22,A,95326,95259.0,50
167,State Leasing & Facilities Manager,Government Management and Infrastructure,PD0951,PD09 ‐ Property Management,XE,N00,25,A,109493,88761.0,50
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12,A,44850,50170.0,50
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21,A,82544,88174.0,50
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16,A,63461,62525.0,50
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11,A,42296,38743.0,50
307,Law Office Assistant 2,"Legal, Judicial, and Related",PI01A2,PI01 ‐ Legal Support and Related,GP,200,13,A,47307,51469.0,50
308,Paralegal 2,"Legal, Judicial, and Related",PI01B2,PI01 ‐ Legal Support and Related,GP,200,16,A,57974,62501.0,50
309,Paralegal Specialist 1,"Legal, Judicial, and Related",PI01C1,PI01 ‐ Legal Support and Related,XE,N00,19,A,73398,67708.0,50
310,Attorney 4,"Legal, Judicial, and Related",PI0214,PI02 ‐ Attorneys,XE,A00,24,A,117624,122472.0,50
311,Administrative Law Judge 1,"Legal, Judicial, and Related",PI0302,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,,50
312,Hearing Examiner 1,"Legal, Judicial, and Related",PI0311,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,107421.0,50
313,Hearing Officer,"Legal, Judicial, and Related",PI0321,PI03 ‐ Judges and Adjudicators,XE,N00,21,A,83753,86744.0,50
314,Workers' Compensation Hearing Officer 2,"Legal, Judicial, and Related",PI0352,PI03 ‐ Judges and Adjudicators,GP,200,22,A,87341,,50
315,Chief of Workers' Compensation Adjudication,"Legal, Judicial, and Related",PI0355,PI03 ‐ Judges and Adjudicators,XE,A00,25,A,125892,132984.0,50
316,Forensic Science Laboratory Administrator 1,"Legal, Judicial, and Related",PI0405,PI04 ‐ Evidence Investigation,SS,100,22,A,95326,74533.0,50
317,Forensic Scientist 3 ‐ Chemistry,"Legal, Judicial, and Related",PI0413,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,73163.0,50
318,Fingerprint Technician 2,"Legal, Judicial, and Related",PI0421,PI04 ‐ Evidence Investigation,GP,100,16,A,58481,57302.0,50
319,Investigator 2,"Legal, Judicial, and Related",PI0432,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,65040.0,50
320,Special Investigator 1,"Legal, Judicial, and Related",PI0436,PI04 ‐ Evidence Investigation,GP,200,19,A,71526,72276.0,50
321,Forensic Scientist 3 ‐ Physical,"Legal, Judicial, and Related",PI0442,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,80746.0,50
322,Forensic Scientist 3 ‐ DNA,"Legal, Judicial, and Related",PI0453,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,80746.0,50
323,Forensic Technician 2,"Legal, Judicial, and Related",PI0460,PI04 ‐ Evidence Investigation,GP,100,15,A,54483,59622.0,50
324,Medicolegal Investigator 2,"Legal, Judicial, and Related",PI0464,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,65300.0,50
325,Criminal Intelligence Analyst 2,"Legal, Judicial, and Related",PI0472,PI04 ‐ Evidence Investigation,GP,100,17,A,62654,64345.0,50
326,Recorder Supervisor,"Legal, Judicial, and Related",PI0505,PI05 ‐ Legal Document Processing,SS,200,16,A,63461,66968.0,50
327,Recorder Manager,"Legal, Judicial, and Related",PI0517,PI05 ‐ Legal Document Processing,SS,200,18,A,72925,84859.0,50
328,Motor Vehicle Customer Service Representative 1,"Legal, Judicial, and Related",PI0531,PI05 ‐ Legal Document Processing,GP,200,10,A,39410,40131.0,50
329,Motor Vehicle Office Manager 1,"Legal, Judicial, and Related",PI0541,PI05 ‐ Legal Document Processing,SS,200,15,A,59093,58907.0,50
330,DMV Program Manager,"Legal, Judicial, and Related",PI0555,PI05 ‐ Legal Document Processing,SS,200,21,A,89232,75179.0,50
331,Recorder 1,"Legal, Judicial, and Related",PI05A1,PI05 ‐ Legal Document Processing,GP,200,12,A,44402,53765.0,50
255,Health Program Manager 2,"Medical, Public Health and Related",PG0122,PG01 ‐ Health Administration,GP,200,19,A,71526,86577.0,50
256,Public Health Specialist 2,"Medical, Public Health and Related",PG0132,PG01 ‐ Health Administration,GP,200,20,A,76440,87387.0,50
257,Public Health Informaticist 2,"Medical, Public Health and Related",PG0134,PG01 ‐ Health Administration,GP,200,20,A,76440,93619.0,50
258,Medical Information and Services Assistant,"Medical, Public Health and Related",PG0140,PG01 ‐ Health Administration,GP,100,10,A,39683,42703.0,50
259,Dietitian 2,"Medical, Public Health and Related",PG0177,PG01 ‐ Health Administration,GP,200,20,A,76440,73876.0,50
260,Assisted Living Aide,"Medical, Public Health and Related",PG0210,"PG02 ‐ Nursing, Assistive",GP,100,09,A,37421,38694.0,50
261,Certified Nurse Aide 1,"Medical, Public Health and Related",PG0211,"PG02 ‐ Nursing, Assistive",GP,100,11,A,42296,39595.0,50
262,Psychiatric Nursing Assistant 3,"Medical, Public Health and Related",PG0233,"PG02 ‐ Nursing, Assistive",GP,100,12,A,44850,43868.0,50
263,Licensed Practical Nurse,"Medical, Public Health and Related",PG0301,"PG03 ‐ Nursing, Professional",GP,100,17,A,62654,58058.0,50
264,Nurse 2,"Medical, Public Health and Related",PG0312,"PG03 ‐ Nursing, Professional",GP,100,22,A,88121,75234.0,50
265,Psychiatric Nurse 2,"Medical, Public Health and Related",PG0322,"PG03 ‐ Nursing, Professional",GP,100,23,A,94283,82432.0,50
266,Corrections Nurse 1,"Medical, Public Health and Related",PG0326,"PG03 ‐ Nursing, Professional",GP,100,22,A,88121,77755.0,50
267,Public Health Nurse 2,"Medical, Public Health and Related",PG03A2,"PG03 ‐ Nursing, Professional",GP,200,23,A,93386,98713.0,50
268,Nurse Consultant 1,"Medical, Public Health and Related",PG03B1,"PG03 ‐ Nursing, Professional",GP,200,24,A,99977,110819.0,50
269,Physician Assistant/Advanced Practice Registered Nurse 1,"Medical, Public Health and Related",PG0421,"PG04 ‐ Medical, Professional",GP,100,26,A,112164,136592.0,50
270,Mental Health Clinician 2,"Medical, Public Health and Related",PG0512,PG05 ‐ Mental and Behavioral Health Services,GP,100,19,A,72189,70822.0,50
271,Disease Intervention Specialist 1,"Medical, Public Health and Related",PG0601,PG06 ‐ Special Health Services,GP,200,18,A,66788,88486.0,50
272,Epidemiology Specialist 2,"Medical, Public Health and Related",PG0604,PG06 ‐ Special Health Services,GP,200,20,A,76440,78316.0,50
273,Dental Assistant,"Medical, Public Health and Related",PG0621,PG06 ‐ Special Health Services,GP,100,13,A,47736,43207.0,50
274,Dental Hygienist,"Medical, Public Health and Related",PG0622,PG06 ‐ Special Health Services,GP,100,21,A,82544,84663.0,50
276,Occupational Therapist 1,"Medical, Public Health and Related",PG0651,PG06 ‐ Special Health Services,GP,100,21,A,82544,102059.0,50
277,Recreation Therapist 2,"Medical, Public Health and Related",PG0682,PG06 ‐ Special Health Services,SS,100,16,A,63461,65196.0,50
275,Pharmacy Technician 1,"Medical, Public Health and Related",PG06A1,PG06 ‐ Special Health Services,GP,200,12,A,44402,44611.0,50
278,Laboratory Technician,"Medical, Public Health and Related",PG0730,PG07 ‐ Health Laboratory and Related,GP,200,13,A,47307,46717.0,50
279,Microbiologist 2,"Medical, Public Health and Related",PG0742,PG07 ‐ Health Laboratory and Related,GP,200,16,A,57974,70377.0,50
280,Public Health Microbiologist 1,"Medical, Public Health and Related",PG0751,PG07 ‐ Health Laboratory and Related,GP,200,17,A,62069,59463.0,50
355,Hydrologist 2,Physical Sciences and Engineering,PK0112,PK01 ‐ Physical Science Specialists,GP,200,19,A,71526,82958.0,50
356,Chemist 3,Physical Sciences and Engineering,PK0123,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,85149.0,50
357,Geologist 2,Physical Sciences and Engineering,PK0132,PK01 ‐ Physical Science Specialists,GP,200,17,A,62069,70553.0,50
358,Geological Scientist 1,Physical Sciences and Engineering,PK0137,PK01 ‐ Physical Science Specialists,GP,200,22,A,87341,112196.0,50
359,Engineering Geologist 2,Physical Sciences and Engineering,PK0142,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,72213.0,50
360,Environmental Program Technician,Physical Sciences and Engineering,PK0201,PK02 ‐ Environmental Science Specialists,GP,200,13,A,47307,53667.0,50
361,Environmental Program Specialist 3,Physical Sciences and Engineering,PK0213,PK02 ‐ Environmental Science Specialists,GP,200,18,A,66788,71145.0,50
362,Environmental Program Manager 2,Physical Sciences and Engineering,PK0222,PK02 ‐ Environmental Science Specialists,SS,200,22,A,95326,108216.0,50
363,Environmental Impact Analyst 2,Physical Sciences and Engineering,PK0242,PK02 ‐ Environmental Science Specialists,GP,200,17,A,62069,60428.0,50
364,Environmental Impact Analysis Manager 1,Physical Sciences and Engineering,PK0251,PK02 ‐ Environmental Science Specialists,GP,200,21,A,81764,82301.0,50
365,Engineering Associate,Physical Sciences and Engineering,PK0305,"PK03 ‐ Engineering, Unlicensed",GP,200,21,A,81764,72560.0,50
366,"Engineering Associate 1, DEC",Physical Sciences and Engineering,PK0333,"PK03 ‐ Engineering, Unlicensed",GP,200,21,A,81764,85149.0,50
367,Communications Engineering Associate 2,Physical Sciences and Engineering,PK0352,"PK03 ‐ Engineering, Unlicensed",GP,100,23,A,94283,102129.0,50
368,Engineer/Architect 1,Physical Sciences and Engineering,PK0411,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,91422.0,50
369,Engineer/Architect 3,Physical Sciences and Engineering,PK0413,"PK04 ‐Engineering, Licensed",SS,200,25,A,116688,98730.0,50
370,"Engineer 1, DEC",Physical Sciences and Engineering,PK0435,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,95987.0,50
371,Village Safe Water Engineer 1,Physical Sciences and Engineering,PK0443,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,92901.0,50
372,Communications Engineer 1,Physical Sciences and Engineering,PK0453,"PK04 ‐Engineering, Licensed",GP,200,24,A,99977,116548.0,50
373,Technical Engineer 1 / Architect 1,Physical Sciences and Engineering,PK0471,"PK04 ‐Engineering, Licensed",GP,200,24,A,99977,104661.0,50
374,Vessel Construction Manager 1,Physical Sciences and Engineering,PK0611,PK06 ‐ Vessel Construction,GP,200,21,A,81764,,50
375,Land Surveyor 1,Physical Sciences and Engineering,PK0711,PK07 ‐ Land Surveying,GP,200,21,A,81764,83355.0,50
376,Land Survey Manager 1,Physical Sciences and Engineering,PK0714,PK07 ‐ Land Surveying,SS,200,23,A,101795,87697.0,50
377,"Survey, Journey",Physical Sciences and Engineering,PK0743,PK07 ‐ Land Surveying,LL,2AA,54,A,57200,63717.0,50
378,Drafting Technician 3,Physical Sciences and Engineering,PK0803,PK08 ‐ Cartography and Drafting,GP,200,15,A,53957,58634.0,50
332,State Trooper,"Police, Fire Fighters, and Corrections",PJ0103,PJ01 ‐ Law Enforcement,AA,100,77,A,91603,75687.0,50
333,"Sergeant, Department of Public Safety","Police, Fire Fighters, and Corrections",PJ0105,PJ01 ‐ Law Enforcement,AA,100,79,A,106122,93712.0,50
334,Lieutenant ‐ Department of Public Safety,"Police, Fire Fighters, and Corrections",PJ0106,PJ01 ‐ Law Enforcement,SS,C00,24,A,126485,106525.0,50
335,Court Services Officer,"Police, Fire Fighters, and Corrections",PJ0121,PJ01 ‐ Law Enforcement,AA,500,74,A,69659,61666.0,50
336,Airport Police & Fire Officer 2,"Police, Fire Fighters, and Corrections",PJ0222,PJ02 ‐ Fire Fighting and Inspection,AP,100,77,A,89378,67942.0,50
337,Airport Police & Fire Officer 4,"Police, Fire Fighters, and Corrections",PJ0224,PJ02 ‐ Fire Fighting and Inspection,AP,100,79,A,103542,,50
338,Fire Training Specialist,"Police, Fire Fighters, and Corrections",PJ0231,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,82885.0,50
339,Deputy Fire Marshal 3,"Police, Fire Fighters, and Corrections",PJ0241,PJ02 ‐ Fire Fighting and Inspection,SS,100,23,A,101795,106386.0,50
340,Building Plans Examiner 1,"Police, Fire Fighters, and Corrections",PJ0250,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,70608.0,50
341,Deputy Fire Marshal 2,"Police, Fire Fighters, and Corrections",PJ02A2,PJ02 ‐ Fire Fighting and Inspection,AA,500,77,A,86882,96438.0,50
342,Correctional Officer 2,"Police, Fire Fighters, and Corrections",PJ0312,PJ03 ‐ Corrections,GC,100,13,A,65411,63599.0,50
343,Correctional Officer 4,"Police, Fire Fighters, and Corrections",PJ0316,PJ03 ‐ Corrections,GC,100,15,A,74933,67775.0,50
344,Correctional Supervisor,"Police, Fire Fighters, and Corrections",PJ0317,PJ03 ‐ Corrections,SS,L00,18,A,73632,71611.0,50
345,Correctional Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0324,PJ03 ‐ Corrections,SS,L00,19,A,78749,86367.0,50
347,Juvenile Justice Unit Supervisor,"Police, Fire Fighters, and Corrections",PJ0345,PJ03 ‐ Corrections,SS,100,18,A,72925,65876.0,50
348,Juvenile Justice Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0351,PJ03 ‐ Corrections,SS,100,20,A,83470,79534.0,50
346,Juvenile Justice Counselor 2,"Police, Fire Fighters, and Corrections",PJ03A2,PJ03 ‐ Corrections,GZ,100,14,A,54309,53531.0,50
353,Juvenile Probation Officer 2,"Police, Fire Fighters, and Corrections",PJ0452,PJ04 ‐ Probation and Parole,GP,100,16,A,58481,66698.0,50
354,Juvenile Probation Officer 3,"Police, Fire Fighters, and Corrections",PJ0453,PJ04 ‐ Probation and Parole,SS,100,18,A,72925,69138.0,50
349,Adult Probation Officer 2A,"Police, Fire Fighters, and Corrections",PJ04A2,PJ04 ‐ Probation and Parole,GP,100,17,A,62654,64493.0,50
350,Adult Probation Officer 2B,"Police, Fire Fighters, and Corrections",PJ04A3,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,66698.0,50
351,Pretrial Services Officer 2,"Police, Fire Fighters, and Corrections",PJ04B2,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,63472.0,50
352,"Pretrial, Probation and Parole Administrator 1","Police, Fire Fighters, and Corrections",PJ04C1,PJ04 ‐ Probation and Parole,SS,100,21,A,89232,110179.0,50
210,Eligibility Technician 2,"Social, Benefit, and Employment Services",PF0112,PF01 ‐ Public Programs,GP,200,14,A,50466,48574.0,50
211,Eligibility Technician 4,"Social, Benefit, and Employment Services",PF0114,PF01 ‐ Public Programs,SS,200,17,A,67995,66817.0,50
212,Eligibility Quality Control Technician 1,"Social, Benefit, and Employment Services",PF0116,PF01 ‐ Public Programs,GP,200,16,A,57974,60587.0,50
213,Eligibility Quality Control Technician 2,"Social, Benefit, and Employment Services",PF0117,PF01 ‐ Public Programs,SS,200,18,A,72925,72524.0,50
214,Eligibility Office Manager 1,"Social, Benefit, and Employment Services",PF0118,PF01 ‐ Public Programs,GP,200,18,A,66788,62510.0,50
215,Eligibility Office Manager 2,"Social, Benefit, and Employment Services",PF0119,PF01 ‐ Public Programs,SS,200,19,A,78000,73287.0,50
216,Medicaid Program Associate,"Social, Benefit, and Employment Services",PF0120,PF01 ‐ Public Programs,GP,200,14,A,50466,48016.0,50
217,Medicaid Program Specialist 2,"Social, Benefit, and Employment Services",PF0122,PF01 ‐ Public Programs,GP,200,18,A,66788,84472.0,50
218,Medicaid Program Specialist 5,"Social, Benefit, and Employment Services",PF0125,PF01 ‐ Public Programs,SS,200,22,A,95326,96827.0,50
219,PFD Technician 2,"Social, Benefit, and Employment Services",PF0132,PF01 ‐ Public Programs,GP,200,12,A,44402,48084.0,50
220,PFD Specialist 1,"Social, Benefit, and Employment Services",PF0136,PF01 ‐ Public Programs,SS,200,16,A,63461,,50
221,PFD Manager,"Social, Benefit, and Employment Services",PF0139,PF01 ‐ Public Programs,SS,200,22,A,95326,,50
222,Public Assistance Analyst 2,"Social, Benefit, and Employment Services",PF0152,PF01 ‐ Public Programs,GP,200,18,A,66788,76155.0,50
223,Public Assistance Field Services Manager 2,"Social, Benefit, and Employment Services",PF0154,PF01 ‐ Public Programs,SS,200,21,A,89232,74074.0,50
224,Public Assistance Programs Officer,"Social, Benefit, and Employment Services",PF0157,PF01 ‐ Public Programs,SS,200,21,A,89232,79856.0,50
225,Workers' Compensation Technician,"Social, Benefit, and Employment Services",PF0160,PF01 ‐ Public Programs,GP,200,12,A,44402,59831.0,50
226,Workers' Compensation Officer 2,"Social, Benefit, and Employment Services",PF0162,PF01 ‐ Public Programs,GP,200,18,A,66788,65979.0,50
227,Social Services Program Coordinator,"Social, Benefit, and Employment Services",PF0171,PF01 ‐ Public Programs,GP,200,20,A,76440,81714.0,50
228,Social Services Program Officer,"Social, Benefit, and Employment Services",PF0172,PF01 ‐ Public Programs,SS,200,21,A,89232,90362.0,50
229,Social Services Program Administrator,"Social, Benefit, and Employment Services",PF0173,PF01 ‐ Public Programs,SS,200,23,A,101795,86253.0,50
230,Disability Adjudicator Associate 2,"Social, Benefit, and Employment Services",PF0182,PF01 ‐ Public Programs,GP,200,16,A,57974,51435.0,50
231,Disability Adjudicator 2,"Social, Benefit, and Employment Services",PF0184,PF01 ‐ Public Programs,SS,200,20,A,83470,72596.0,50
232,"Chief, Disability Determination Services","Social, Benefit, and Employment Services",PF0186,PF01 ‐ Public Programs,SS,200,22,A,95326,101669.0,50
233,"Chief, Public Assistance Field Operations","Social, Benefit, and Employment Services",PF0193,PF01 ‐ Public Programs,SS,200,22,A,95326,124213.0,50
208,Child Support Enforcement Specialist 1,"Social, Benefit, and Employment Services",PF01A1,PF01 ‐ Public Programs,GP,200,16,A,57974,51289.0,50
209,Child Support Enforcement Specialist 3,"Social, Benefit, and Employment Services",PF01A3,PF01 ‐ Public Programs,SS,200,20,A,83470,76385.0,50
234,Protective Services Specialist 2,"Social, Benefit, and Employment Services",PF0202,PF02 ‐ Social Work,GP,200,17,A,62069,63048.0,50
235,Protective Services Specialist 4,"Social, Benefit, and Employment Services",PF0204,PF02 ‐ Social Work,SS,200,20,A,83470,73286.0,50
236,Protective Services Manager 1,"Social, Benefit, and Employment Services",PF0205,PF02 ‐ Social Work,SS,200,21,A,89232,86253.0,50
237,Social Services Associate,"Social, Benefit, and Employment Services",PF0222,PF02 ‐ Social Work,GP,200,12,A,44402,46894.0,50
238,Civil Rights Programs and Compliance Specialist 1,"Social, Benefit, and Employment Services",PF0301,PF03 ‐ Special Social Service,GP,200,15,A,53957,62886.0,50
239,Civil Rights Programs and Compliance Specialist 2,"Social, Benefit, and Employment Services",PF0302,PF03 ‐ Special Social Service,SS,200,17,A,67995,88531.0,50
240,Civil Rights Programs and Compliance Specialist 3,"Social, Benefit, and Employment Services",PF0303,PF03 ‐ Special Social Service,SS,200,19,A,78000,100403.0,50
241,Human Rights Field Representative 3,"Social, Benefit, and Employment Services",PF0323,PF03 ‐ Special Social Service,XE,N00,18,A,68543,90956.0,50
242,Human Rights Field Representative 4,"Social, Benefit, and Employment Services",PF0324,PF03 ‐ Special Social Service,XE,N00,20,A,78254,122127.0,50
243,Senior Services Technician,"Social, Benefit, and Employment Services",PF0341,PF03 ‐ Special Social Service,GP,200,12,A,44402,50355.0,50
244,Public Guardian 2,"Social, Benefit, and Employment Services",PF03A2,PF03 ‐ Special Social Service,GP,200,18,A,66788,67539.0,50
245,Public Guardian 4,"Social, Benefit, and Employment Services",PF03A4,PF03 ‐ Special Social Service,SS,200,22,A,95326,84472.0,50
246,Vocational Rehabilitation Assistant 2,"Social, Benefit, and Employment Services",PF0412,PF04 ‐ Vocational Rehabilitation,GP,200,12,A,44402,44964.0,50
247,Vocational Rehabilitation Counselor 2,"Social, Benefit, and Employment Services",PF0432,PF04 ‐ Vocational Rehabilitation,GP,200,17,A,62069,65759.0,50
248,Vocational Rehabilitation Manager,"Social, Benefit, and Employment Services",PF0460,PF04 ‐ Vocational Rehabilitation,SS,200,21,A,89232,112920.0,50
249,"Chief, Vocational Rehabilitation Services","Social, Benefit, and Employment Services",PF0472,PF04 ‐ Vocational Rehabilitation,SS,200,23,A,101795,117815.0,50
250,Employment Security Analyst 2,"Social, Benefit, and Employment Services",PF0512,PF05 ‐ Labor and Employment Services,GP,200,17,A,62069,60737.0,50
251,Employment Services Technician 2,"Social, Benefit, and Employment Services",PF0522,PF05 ‐ Labor and Employment Services,GP,200,15,A,53957,53898.0,50
252,Unemployment Insurance Technician 1,"Social, Benefit, and Employment Services",PF0526,PF05 ‐ Labor and Employment Services,GP,200,14,A,50466,45040.0,50
253,Employment Services Manager 1,"Social, Benefit, and Employment Services",PF0531,PF05 ‐ Labor and Employment Services,GP,200,16,A,57974,73710.0,50
254,Field Auditor 1,"Social, Benefit, and Employment Services",PF0541,PF05 ‐ Labor and Employment Services,GP,200,16,A,57974,56711.0,50
