benchmark,title,group,code,family,BU,schedule,range,step,ak_annual_salary,market_target_annual_salary,percentile
120,Petroleum Economist 2,Government Management and Infrastructure,PD0222,PD02 ‐ Economic Research,GP,200,22,A,87341,123109.0,65
121,Planner 2,Government Management and Infrastructure,PD0332,PD03 ‐ Development and Infrastructure Planning,GP,200,17,A,62069,72088.0,65
122,Transportation Planner 1,Government Management and Infrastructure,PD0341,PD03 ‐ Development and Infrastructure Planning,GP,200,21,A,81764,79303.0,65
123,Transportation Planner 2,Government Management and Infrastructure,PD0342,PD03 ‐ Development and Infrastructure Planning,SS,200,22,A,95326,96146.0,65
124,Emergency Management Specialist 2,Government Management and Infrastructure,PD0412,PD04 ‐ Emergency Planning and Response,GP,200,16,A,57974,89739.0,65
125,Emergency Program Manager 1,Government Management and Infrastructure,PD0421,PD04 ‐ Emergency Planning and Response,SS,200,20,A,83470,96597.0,65
126,Emergency Services Dispatcher 1,Government Management and Infrastructure,PD0442,PD04 ‐ Emergency Planning and Response,GP,100,15,A,54483,52093.0,65
127,Emergency Dispatch Supervisor,Government Management and Infrastructure,PD0450,PD04 ‐ Emergency Planning and Response,SS,100,18,A,72925,73705.0,65
129,State Logistics Center Coordinator,Government Management and Infrastructure,PD0473,PD04 ‐ Emergency Planning and Response,SS,500,16,A,62837,98466.0,65
128,Wildland Fire Dispatcher 3,Government Management and Infrastructure,PD04A3,PD04 ‐ Emergency Planning and Response,GP,100,15,A,54483,53601.0,65
130,Airport Manager ‐ Anchorage International Airport,Government Management and Infrastructure,PD0501,PD05 ‐ Airport Administration,XE,N00,25,A,109493,120037.0,65
131,Airport Manager ‐ Fairbanks International Airport,Government Management and Infrastructure,PD0502,PD05 ‐ Airport Administration,XE,N00,24,A,102297,104903.0,65
132,International Airports Controller,Government Management and Infrastructure,PD0505,PD05 ‐ Airport Administration,XE,N00,24,A,102297,127899.0,65
133,Airport Operations Officer,Government Management and Infrastructure,PD0511,PD05 ‐ Airport Administration,GP,200,18,A,66788,79958.0,65
134,Airport Operations Specialist,Government Management and Infrastructure,PD0512,PD05 ‐ Airport Administration,GP,200,19,A,71526,67503.0,65
135,Airport Operations Superintendent,Government Management and Infrastructure,PD0513,PD05 ‐ Airport Administration,SS,200,21,A,89232,96974.0,65
136,Regional Safety and Airport Security Officer,Government Management and Infrastructure,PD0562,PD05 ‐ Airport Administration,GP,200,18,A,66788,75863.0,65
137,Ferry Terminal Agent 1,Government Management and Infrastructure,PD0611,PD06 ‐ Ferry System Administration,GP,200,13,A,47307,,65
138,Ferry Terminal Manager 1,Government Management and Infrastructure,PD0615,PD06 ‐ Ferry System Administration,SS,600,15,A,58531,69846.0,65
139,AMHS Dispatch Manager,Government Management and Infrastructure,PD0620,PD06 ‐ Ferry System Administration,KK,200,18,A,70782,67695.0,65
140,Reservation Call Center Supervisor,Government Management and Infrastructure,PD0632,PD06 ‐ Ferry System Administration,SS,200,16,A,63461,77319.0,65
141,Marine Traffic Manager,Government Management and Infrastructure,PD0639,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,85947.0,65
142,Marine Pilot Coordinator,Government Management and Infrastructure,PD0642,PD06 ‐ Ferry System Administration,XE,N00,20,A,78254,,65
143,Vessel Scheduling Coordinator,Government Management and Infrastructure,PD0643,PD06 ‐ Ferry System Administration,GP,200,17,A,62069,,65
144,Passenger Services Inspector,Government Management and Infrastructure,PD0644,PD06 ‐ Ferry System Administration,GP,200,17,A,62069,54962.0,65
145,AMHS Passenger Services Manager,Government Management and Infrastructure,PD0646,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,101773.0,65
146,Port Captain,Government Management and Infrastructure,PD0653,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,,65
147,Port Engineer,Government Management and Infrastructure,PD0655,PD06 ‐ Ferry System Administration,SS,200,22,A,95326,107468.0,65
148,AMHS Safety Management Coordinator,Government Management and Infrastructure,PD0656,PD06 ‐ Ferry System Administration,GP,200,19,A,71526,57618.0,65
149,Marine Engineering Assistant Manager,Government Management and Infrastructure,PD0669,PD06 ‐ Ferry System Administration,SS,200,23,A,101795,103786.0,65
150,Marine Transportation Services Manager,Government Management and Infrastructure,PD0670,PD06 ‐ Ferry System Administration,XE,N00,25,A,109493,105761.0,65
151,Equipment Fleet District Manager,Government Management and Infrastructure,PD0711,PD07‐ Maintenance Administration,SS,200,20,A,83470,86245.0,65
152,State Equipment Fleet Manager,Government Management and Infrastructure,PD0714,PD07‐ Maintenance Administration,SS,200,23,A,101795,104224.0,65
153,"Manager, Airfield Maintenance",Government Management and Infrastructure,PD0722,PD07‐ Maintenance Administration,SS,200,22,A,95326,91993.0,65
154,Maintenance and Operations Specialist,Government Management and Infrastructure,PD0731,PD07‐ Maintenance Administration,GP,200,21,A,81764,91175.0,65
155,Maintenance and Operations Superintendent,Government Management and Infrastructure,PD0732,PD07‐ Maintenance Administration,SS,200,21,A,89232,98738.0,65
156,Maintenance and Operations Manager,Government Management and Infrastructure,PD0733,PD07‐ Maintenance Administration,SS,200,23,A,101795,102004.0,65
157,Right‐of‐Way Assistant,Government Management and Infrastructure,PD0810,PD08 ‐ Real Estate Appraisal,GP,200,12,A,44402,46131.0,65
158,Right‐of‐Way Agent 2,Government Management and Infrastructure,PD0812,PD08 ‐ Real Estate Appraisal,GP,200,16,A,57974,73695.0,65
159,Right‐of‐Way Agent 5,Government Management and Infrastructure,PD0815,PD08 ‐ Real Estate Appraisal,SS,200,21,A,89232,101584.0,65
160,Right‐of‐Way Review Appraiser 1,Government Management and Infrastructure,PD0821,PD08 ‐ Real Estate Appraisal,GP,200,21,A,81764,75162.0,65
161,Appraiser 2,Government Management and Infrastructure,PD0842,PD08 ‐ Real Estate Appraisal,GP,200,18,A,66788,83285.0,65
162,State Assessor,Government Management and Infrastructure,PD0850,PD08 ‐ Real Estate Appraisal,SS,200,23,A,101795,110629.0,65
163,Building Management Specialist,Government Management and Infrastructure,PD0902,PD09 ‐ Property Management,GP,200,19,A,71526,81286.0,65
164,Facilities Manager 1,Government Management and Infrastructure,PD0921,PD09 ‐ Property Management,GP,200,20,A,76440,90518.0,65
165,Airport Leasing Specialist 2,Government Management and Infrastructure,PD0942,PD09 ‐ Property Management,GP,200,16,A,57974,74655.0,65
166,Airport Leasing Program Manager,Government Management and Infrastructure,PD0945,PD09 ‐ Property Management,SS,200,22,A,95326,96182.0,65
167,State Leasing & Facilities Manager,Government Management and Infrastructure,PD0951,PD09 ‐ Property Management,XE,N00,25,A,109493,97958.0,65
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12,A,44850,51517.0,65
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21,A,82544,88174.0,65
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16,A,63461,66535.0,65
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11,A,42296,39614.0,65
307,Law Office Assistant 2,"Legal, Judicial, and Related",PI01A2,PI01 ‐ Legal Support and Related,GP,200,13,A,47307,52930.0,65
308,Paralegal 2,"Legal, Judicial, and Related",PI01B2,PI01 ‐ Legal Support and Related,GP,200,16,A,57974,65832.0,65
309,Paralegal Specialist 1,"Legal, Judicial, and Related",PI01C1,PI01 ‐ Legal Support and Related,XE,N00,19,A,73398,68383.0,65
310,Attorney 4,"Legal, Judicial, and Related",PI0214,PI02 ‐ Attorneys,XE,A00,24,A,117624,131560.0,65
311,Administrative Law Judge 1,"Legal, Judicial, and Related",PI0302,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,,65
312,Hearing Examiner 1,"Legal, Judicial, and Related",PI0311,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,118219.0,65
313,Hearing Officer,"Legal, Judicial, and Related",PI0321,PI03 ‐ Judges and Adjudicators,XE,N00,21,A,83753,91339.0,65
314,Workers' Compensation Hearing Officer 2,"Legal, Judicial, and Related",PI0352,PI03 ‐ Judges and Adjudicators,GP,200,22,A,87341,,65
315,Chief of Workers' Compensation Adjudication,"Legal, Judicial, and Related",PI0355,PI03 ‐ Judges and Adjudicators,XE,A00,25,A,125892,141470.0,65
316,Forensic Science Laboratory Administrator 1,"Legal, Judicial, and Related",PI0405,PI04 ‐ Evidence Investigation,SS,100,22,A,95326,74533.0,65
317,Forensic Scientist 3 ‐ Chemistry,"Legal, Judicial, and Related",PI0413,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,73163.0,65
318,Fingerprint Technician 2,"Legal, Judicial, and Related",PI0421,PI04 ‐ Evidence Investigation,GP,100,16,A,58481,58032.0,65
319,Investigator 2,"Legal, Judicial, and Related",PI0432,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,68557.0,65
320,Special Investigator 1,"Legal, Judicial, and Related",PI0436,PI04 ‐ Evidence Investigation,GP,200,19,A,71526,72276.0,65
321,Forensic Scientist 3 ‐ Physical,"Legal, Judicial, and Related",PI0442,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,84823.0,65
322,Forensic Scientist 3 ‐ DNA,"Legal, Judicial, and Related",PI0453,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,84823.0,65
323,Forensic Technician 2,"Legal, Judicial, and Related",PI0460,PI04 ‐ Evidence Investigation,GP,100,15,A,54483,62133.0,65
324,Medicolegal Investigator 2,"Legal, Judicial, and Related",PI0464,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,65300.0,65
325,Criminal Intelligence Analyst 2,"Legal, Judicial, and Related",PI0472,PI04 ‐ Evidence Investigation,GP,100,17,A,62654,68407.0,65
326,Recorder Supervisor,"Legal, Judicial, and Related",PI0505,PI05 ‐ Legal Document Processing,SS,200,16,A,63461,69137.0,65
327,Recorder Manager,"Legal, Judicial, and Related",PI0517,PI05 ‐ Legal Document Processing,SS,200,18,A,72925,88237.0,65
328,Motor Vehicle Customer Service Representative 1,"Legal, Judicial, and Related",PI0531,PI05 ‐ Legal Document Processing,GP,200,10,A,39410,41354.0,65
329,Motor Vehicle Office Manager 1,"Legal, Judicial, and Related",PI0541,PI05 ‐ Legal Document Processing,SS,200,15,A,59093,63405.0,65
330,DMV Program Manager,"Legal, Judicial, and Related",PI0555,PI05 ‐ Legal Document Processing,SS,200,21,A,89232,75179.0,65
331,Recorder 1,"Legal, Judicial, and Related",PI05A1,PI05 ‐ Legal Document Processing,GP,200,12,A,44402,55885.0,65
255,Health Program Manager 2,"Medical, Public Health and Related",PG0122,PG01 ‐ Health Administration,GP,200,19,A,71526,91726.0,65
256,Public Health Specialist 2,"Medical, Public Health and Related",PG0132,PG01 ‐ Health Administration,GP,200,20,A,76440,88058.0,65
257,Public Health Informaticist 2,"Medical, Public Health and Related",PG0134,PG01 ‐ Health Administration,GP,200,20,A,76440,96220.0,65
258,Medical Information and Services Assistant,"Medical, Public Health and Related",PG0140,PG01 ‐ Health Administration,GP,100,10,A,39683,46002.0,65
259,Dietitian 2,"Medical, Public Health and Related",PG0177,PG01 ‐ Health Administration,GP,200,20,A,76440,76050.0,65
260,Assisted Living Aide,"Medical, Public Health and Related",PG0210,"PG02 ‐ Nursing, Assistive",GP,100,09,A,37421,39711.0,65
261,Certified Nurse Aide 1,"Medical, Public Health and Related",PG0211,"PG02 ‐ Nursing, Assistive",GP,100,11,A,42296,42924.0,65
262,Psychiatric Nursing Assistant 3,"Medical, Public Health and Related",PG0233,"PG02 ‐ Nursing, Assistive",GP,100,12,A,44850,45705.0,65
263,Licensed Practical Nurse,"Medical, Public Health and Related",PG0301,"PG03 ‐ Nursing, Professional",GP,100,17,A,62654,59064.0,65
264,Nurse 2,"Medical, Public Health and Related",PG0312,"PG03 ‐ Nursing, Professional",GP,100,22,A,88121,80873.0,65
265,Psychiatric Nurse 2,"Medical, Public Health and Related",PG0322,"PG03 ‐ Nursing, Professional",GP,100,23,A,94283,94170.0,65
266,Corrections Nurse 1,"Medical, Public Health and Related",PG0326,"PG03 ‐ Nursing, Professional",GP,100,22,A,88121,85092.0,65
267,Public Health Nurse 2,"Medical, Public Health and Related",PG03A2,"PG03 ‐ Nursing, Professional",GP,200,23,A,93386,101725.0,65
268,Nurse Consultant 1,"Medical, Public Health and Related",PG03B1,"PG03 ‐ Nursing, Professional",GP,200,24,A,99977,116913.0,65
269,Physician Assistant/Advanced Practice Registered Nurse 1,"Medical, Public Health and Related",PG0421,"PG04 ‐ Medical, Professional",GP,100,26,A,112164,138142.0,65
270,Mental Health Clinician 2,"Medical, Public Health and Related",PG0512,PG05 ‐ Mental and Behavioral Health Services,GP,100,19,A,72189,75630.0,65
271,Disease Intervention Specialist 1,"Medical, Public Health and Related",PG0601,PG06 ‐ Special Health Services,GP,200,18,A,66788,88646.0,65
272,Epidemiology Specialist 2,"Medical, Public Health and Related",PG0604,PG06 ‐ Special Health Services,GP,200,20,A,76440,84756.0,65
273,Dental Assistant,"Medical, Public Health and Related",PG0621,PG06 ‐ Special Health Services,GP,100,13,A,47736,46845.0,65
274,Dental Hygienist,"Medical, Public Health and Related",PG0622,PG06 ‐ Special Health Services,GP,100,21,A,82544,85165.0,65
276,Occupational Therapist 1,"Medical, Public Health and Related",PG0651,PG06 ‐ Special Health Services,GP,100,21,A,82544,103995.0,65
277,Recreation Therapist 2,"Medical, Public Health and Related",PG0682,PG06 ‐ Special Health Services,SS,100,16,A,63461,70167.0,65
275,Pharmacy Technician 1,"Medical, Public Health and Related",PG06A1,PG06 ‐ Special Health Services,GP,200,12,A,44402,45434.0,65
278,Laboratory Technician,"Medical, Public Health and Related",PG0730,PG07 ‐ Health Laboratory and Related,GP,200,13,A,47307,49974.0,65
279,Microbiologist 2,"Medical, Public Health and Related",PG0742,PG07 ‐ Health Laboratory and Related,GP,200,16,A,57974,72228.0,65
280,Public Health Microbiologist 1,"Medical, Public Health and Related",PG0751,PG07 ‐ Health Laboratory and Related,GP,200,17,A,62069,66011.0,65
355,Hydrologist 2,Physical Sciences and Engineering,PK0112,PK01 ‐ Physical Science Specialists,GP,200,19,A,71526,84930.0,65
356,Chemist 3,Physical Sciences and Engineering,PK0123,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,93635.0,65
357,Geologist 2,Physical Sciences and Engineering,PK0132,PK01 ‐ Physical Science Specialists,GP,200,17,A,62069,75707.0,65
358,Geological Scientist 1,Physical Sciences and Engineering,PK0137,PK01 ‐ Physical Science Specialists,GP,200,22,A,87341,121320.0,65
359,Engineering Geologist 2,Physical Sciences and Engineering,PK0142,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,79056.0,65
360,Environmental Program Technician,Physical Sciences and Engineering,PK0201,PK02 ‐ Environmental Science Specialists,GP,200,13,A,47307,54274.0,65
361,Environmental Program Specialist 3,Physical Sciences and Engineering,PK0213,PK02 ‐ Environmental Science Specialists,GP,200,18,A,66788,80729.0,65
362,Environmental Program Manager 2,Physical Sciences and Engineering,PK0222,PK02 ‐ Environmental Science Specialists,SS,200,22,A,95326,112204.0,65
363,Environmental Impact Analyst 2,Physical Sciences and Engineering,PK0242,PK02 ‐ Environmental Science Specialists,GP,200,17,A,62069,67668.0,65
364,Environmental Impact Analysis Manager 1,Physical Sciences and Engineering,PK0251,PK02 ‐ Environmental Science Specialists,GP,200,21,A,81764,88037.0,65
365,Engineering Associate,Physical Sciences and Engineering,PK0305,"PK03 ‐ Engineering, Unlicensed",GP,200,21,A,81764,76775.0,65
366,"Engineering Associate 1, DEC",Physical Sciences and Engineering,PK0333,"PK03 ‐ Engineering, Unlicensed",GP,200,21,A,81764,86422.0,65
367,Communications Engineering Associate 2,Physical Sciences and Engineering,PK0352,"PK03 ‐ Engineering, Unlicensed",GP,100,23,A,94283,103659.0,65
368,Engineer/Architect 1,Physical Sciences and Engineering,PK0411,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,91625.0,65
369,Engineer/Architect 3,Physical Sciences and Engineering,PK0413,"PK04 ‐Engineering, Licensed",SS,200,25,A,116688,104694.0,65
370,"Engineer 1, DEC",Physical Sciences and Engineering,PK0435,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,99156.0,65
371,Village Safe Water Engineer 1,Physical Sciences and Engineering,PK0443,"PK04 ‐Engineering, Licensed",GP,200,22,A,87341,98396.0,65
372,Communications Engineer 1,Physical Sciences and Engineering,PK0453,"PK04 ‐Engineering, Licensed",GP,200,24,A,99977,117106.0,65
373,Technical Engineer 1 / Architect 1,Physical Sciences and Engineering,PK0471,"PK04 ‐Engineering, Licensed",GP,200,24,A,99977,112662.0,65
374,Vessel Construction Manager 1,Physical Sciences and Engineering,PK0611,PK06 ‐ Vessel Construction,GP,200,21,A,81764,,65
375,Land Surveyor 1,Physical Sciences and Engineering,PK0711,PK07 ‐ Land Surveying,GP,200,21,A,81764,84970.0,65
376,Land Survey Manager 1,Physical Sciences and Engineering,PK0714,PK07 ‐ Land Surveying,SS,200,23,A,101795,95971.0,65
377,"Survey, Journey",Physical Sciences and Engineering,PK0743,PK07 ‐ Land Surveying,LL,2AA,54,A,57200,64040.0,65
378,Drafting Technician 3,Physical Sciences and Engineering,PK0803,PK08 ‐ Cartography and Drafting,GP,200,15,A,53957,59546.0,65
332,State Trooper,"Police, Fire Fighters, and Corrections",PJ0103,PJ01 ‐ Law Enforcement,AA,100,77,A,91603,80662.0,65
333,"Sergeant, Department of Public Safety","Police, Fire Fighters, and Corrections",PJ0105,PJ01 ‐ Law Enforcement,AA,100,79,A,106122,101519.0,65
334,Lieutenant ‐ Department of Public Safety,"Police, Fire Fighters, and Corrections",PJ0106,PJ01 ‐ Law Enforcement,SS,C00,24,A,126485,109271.0,65
335,Court Services Officer,"Police, Fire Fighters, and Corrections",PJ0121,PJ01 ‐ Law Enforcement,AA,500,74,A,69659,70359.0,65
336,Airport Police & Fire Officer 2,"Police, Fire Fighters, and Corrections",PJ0222,PJ02 ‐ Fire Fighting and Inspection,AP,100,77,A,89378,78266.0,65
337,Airport Police & Fire Officer 4,"Police, Fire Fighters, and Corrections",PJ0224,PJ02 ‐ Fire Fighting and Inspection,AP,100,79,A,103542,,65
338,Fire Training Specialist,"Police, Fire Fighters, and Corrections",PJ0231,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,83802.0,65
339,Deputy Fire Marshal 3,"Police, Fire Fighters, and Corrections",PJ0241,PJ02 ‐ Fire Fighting and Inspection,SS,100,23,A,101795,110879.0,65
340,Building Plans Examiner 1,"Police, Fire Fighters, and Corrections",PJ0250,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,70608.0,65
341,Deputy Fire Marshal 2,"Police, Fire Fighters, and Corrections",PJ02A2,PJ02 ‐ Fire Fighting and Inspection,AA,500,77,A,86882,98124.0,65
342,Correctional Officer 2,"Police, Fire Fighters, and Corrections",PJ0312,PJ03 ‐ Corrections,GC,100,13,A,65411,68229.0,65
343,Correctional Officer 4,"Police, Fire Fighters, and Corrections",PJ0316,PJ03 ‐ Corrections,GC,100,15,A,74933,69035.0,65
344,Correctional Supervisor,"Police, Fire Fighters, and Corrections",PJ0317,PJ03 ‐ Corrections,SS,L00,18,A,73632,78792.0,65
345,Correctional Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0324,PJ03 ‐ Corrections,SS,L00,19,A,78749,99104.0,65
347,Juvenile Justice Unit Supervisor,"Police, Fire Fighters, and Corrections",PJ0345,PJ03 ‐ Corrections,SS,100,18,A,72925,71494.0,65
348,Juvenile Justice Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0351,PJ03 ‐ Corrections,SS,100,20,A,83470,79534.0,65
346,Juvenile Justice Counselor 2,"Police, Fire Fighters, and Corrections",PJ03A2,PJ03 ‐ Corrections,GZ,100,14,A,54309,57226.0,65
353,Juvenile Probation Officer 2,"Police, Fire Fighters, and Corrections",PJ0452,PJ04 ‐ Probation and Parole,GP,100,16,A,58481,67069.0,65
354,Juvenile Probation Officer 3,"Police, Fire Fighters, and Corrections",PJ0453,PJ04 ‐ Probation and Parole,SS,100,18,A,72925,69917.0,65
349,Adult Probation Officer 2A,"Police, Fire Fighters, and Corrections",PJ04A2,PJ04 ‐ Probation and Parole,GP,100,17,A,62654,65127.0,65
350,Adult Probation Officer 2B,"Police, Fire Fighters, and Corrections",PJ04A3,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,73257.0,65
351,Pretrial Services Officer 2,"Police, Fire Fighters, and Corrections",PJ04B2,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,67656.0,65
352,"Pretrial, Probation and Parole Administrator 1","Police, Fire Fighters, and Corrections",PJ04C1,PJ04 ‐ Probation and Parole,SS,100,21,A,89232,110179.0,65
210,Eligibility Technician 2,"Social, Benefit, and Employment Services",PF0112,PF01 ‐ Public Programs,GP,200,14,A,50466,49623.0,65
211,Eligibility Technician 4,"Social, Benefit, and Employment Services",PF0114,PF01 ‐ Public Programs,SS,200,17,A,67995,67885.0,65
212,Eligibility Quality Control Technician 1,"Social, Benefit, and Employment Services",PF0116,PF01 ‐ Public Programs,GP,200,16,A,57974,60587.0,65
213,Eligibility Quality Control Technician 2,"Social, Benefit, and Employment Services",PF0117,PF01 ‐ Public Programs,SS,200,18,A,72925,72524.0,65
214,Eligibility Office Manager 1,"Social, Benefit, and Employment Services",PF0118,PF01 ‐ Public Programs,GP,200,18,A,66788,67660.0,65
215,Eligibility Office Manager 2,"Social, Benefit, and Employment Services",PF0119,PF01 ‐ Public Programs,SS,200,19,A,78000,77666.0,65
216,Medicaid Program Associate,"Social, Benefit, and Employment Services",PF0120,PF01 ‐ Public Programs,GP,200,14,A,50466,48909.0,65
217,Medicaid Program Specialist 2,"Social, Benefit, and Employment Services",PF0122,PF01 ‐ Public Programs,GP,200,18,A,66788,84472.0,65
218,Medicaid Program Specialist 5,"Social, Benefit, and Employment Services",PF0125,PF01 ‐ Public Programs,SS,200,22,A,95326,96827.0,65
219,PFD Technician 2,"Social, Benefit, and Employment Services",PF0132,PF01 ‐ Public Programs,GP,200,12,A,44402,48622.0,65
220,PFD Specialist 1,"Social, Benefit, and Employment Services",PF0136,PF01 ‐ Public Programs,SS,200,16,A,63461,,65
221,PFD Manager,"Social, Benefit, and Employment Services",PF0139,PF01 ‐ Public Programs,SS,200,22,A,95326,,65
222,Public Assistance Analyst 2,"Social, Benefit, and Employment Services",PF0152,PF01 ‐ Public Programs,GP,200,18,A,66788,76155.0,65
223,Public Assistance Field Services Manager 2,"Social, Benefit, and Employment Services",PF0154,PF01 ‐ Public Programs,SS,200,21,A,89232,88665.0,65
224,Public Assistance Programs Officer,"Social, Benefit, and Employment Services",PF0157,PF01 ‐ Public Programs,SS,200,21,A,89232,79856.0,65
225,Workers' Compensation Technician,"Social, Benefit, and Employment Services",PF0160,PF01 ‐ Public Programs,GP,200,12,A,44402,60857.0,65
226,Workers' Compensation Officer 2,"Social, Benefit, and Employment Services",PF0162,PF01 ‐ Public Programs,GP,200,18,A,66788,67919.0,65
227,Social Services Program Coordinator,"Social, Benefit, and Employment Services",PF0171,PF01 ‐ Public Programs,GP,200,20,A,76440,85347.0,65
228,Social Services Program Officer,"Social, Benefit, and Employment Services",PF0172,PF01 ‐ Public Programs,SS,200,21,A,89232,92731.0,65
229,Social Services Program Administrator,"Social, Benefit, and Employment Services",PF0173,PF01 ‐ Public Programs,SS,200,23,A,101795,90617.0,65
230,Disability Adjudicator Associate 2,"Social, Benefit, and Employment Services",PF0182,PF01 ‐ Public Programs,GP,200,16,A,57974,52919.0,65
231,Disability Adjudicator 2,"Social, Benefit, and Employment Services",PF0184,PF01 ‐ Public Programs,SS,200,20,A,83470,75095.0,65
232,"Chief, Disability Determination Services","Social, Benefit, and Employment Services",PF0186,PF01 ‐ Public Programs,SS,200,22,A,95326,102032.0,65
233,"Chief, Public Assistance Field Operations","Social, Benefit, and Employment Services",PF0193,PF01 ‐ Public Programs,SS,200,22,A,95326,129099.0,65
208,Child Support Enforcement Specialist 1,"Social, Benefit, and Employment Services",PF01A1,PF01 ‐ Public Programs,GP,200,16,A,57974,56752.0,65
209,Child Support Enforcement Specialist 3,"Social, Benefit, and Employment Services",PF01A3,PF01 ‐ Public Programs,SS,200,20,A,83470,78365.0,65
234,Protective Services Specialist 2,"Social, Benefit, and Employment Services",PF0202,PF02 ‐ Social Work,GP,200,17,A,62069,66388.0,65
235,Protective Services Specialist 4,"Social, Benefit, and Employment Services",PF0204,PF02 ‐ Social Work,SS,200,20,A,83470,74658.0,65
236,Protective Services Manager 1,"Social, Benefit, and Employment Services",PF0205,PF02 ‐ Social Work,SS,200,21,A,89232,91089.0,65
237,Social Services Associate,"Social, Benefit, and Employment Services",PF0222,PF02 ‐ Social Work,GP,200,12,A,44402,49484.0,65
238,Civil Rights Programs and Compliance Specialist 1,"Social, Benefit, and Employment Services",PF0301,PF03 ‐ Special Social Service,GP,200,15,A,53957,67117.0,65
239,Civil Rights Programs and Compliance Specialist 2,"Social, Benefit, and Employment Services",PF0302,PF03 ‐ Special Social Service,SS,200,17,A,67995,93538.0,65
240,Civil Rights Programs and Compliance Specialist 3,"Social, Benefit, and Employment Services",PF0303,PF03 ‐ Special Social Service,SS,200,19,A,78000,100659.0,65
241,Human Rights Field Representative 3,"Social, Benefit, and Employment Services",PF0323,PF03 ‐ Special Social Service,XE,N00,18,A,68543,91828.0,65
242,Human Rights Field Representative 4,"Social, Benefit, and Employment Services",PF0324,PF03 ‐ Special Social Service,XE,N00,20,A,78254,125351.0,65
243,Senior Services Technician,"Social, Benefit, and Employment Services",PF0341,PF03 ‐ Special Social Service,GP,200,12,A,44402,51099.0,65
244,Public Guardian 2,"Social, Benefit, and Employment Services",PF03A2,PF03 ‐ Special Social Service,GP,200,18,A,66788,71106.0,65
245,Public Guardian 4,"Social, Benefit, and Employment Services",PF03A4,PF03 ‐ Special Social Service,SS,200,22,A,95326,84472.0,65
246,Vocational Rehabilitation Assistant 2,"Social, Benefit, and Employment Services",PF0412,PF04 ‐ Vocational Rehabilitation,GP,200,12,A,44402,46037.0,65
247,Vocational Rehabilitation Counselor 2,"Social, Benefit, and Employment Services",PF0432,PF04 ‐ Vocational Rehabilitation,GP,200,17,A,62069,69915.0,65
248,Vocational Rehabilitation Manager,"Social, Benefit, and Employment Services",PF0460,PF04 ‐ Vocational Rehabilitation,SS,200,21,A,89232,122694.0,65
249,"Chief, Vocational Rehabilitation Services","Social, Benefit, and Employment Services",PF0472,PF04 ‐ Vocational Rehabilitation,SS,200,23,A,101795,125742.0,65
250,Employment Security Analyst 2,"Social, Benefit, and Employment Services",PF0512,PF05 ‐ Labor and Employment Services,GP,200,17,A,62069,60737.0,65
251,Employment Services Technician 2,"Social, Benefit, and Employment Services",PF0522,PF05 ‐ Labor and Employment Services,GP,200,15,A,53957,54811.0,65
252,Unemployment Insurance Technician 1,"Social, Benefit, and Employment Services",PF0526,PF05 ‐ Labor and Employment Services,GP,200,14,A,50466,47281.0,65
253,Employment Services Manager 1,"Social, Benefit, and Employment Services",PF0531,PF05 ‐ Labor and Employment Services,GP,200,16,A,57974,78372.0,65
254,Field Auditor 1,"Social, Benefit, and Employment Services",PF0541,PF05 ‐ Labor and Employment Services,GP,200,16,A,57974,57744.0,65
