benchmark,title,group,code,family,BU,schedule,original_range,step,ak_annual_salary,p50,p65,mu,sigma,ak_percentile,ak_as_percent_of_p50,ak_as_percent_of_p65,ak_diff_from_p50,ak_diff_from_p65,p50_90pct_percentile,p50_95pct_percentile,p65_90pct_percentile,p65_95pct_percentile
77,Insurance Financial Examiner 2,Business Development and Regulation,PC0237,PC02 ‐ Business Regulation and Compliance,GP,200,21.0,A,81764,88379.0,89348.0,88379.0,2514.7898554006547,0.00426374012634998,0.9251519026012966,0.9151184133948158,-6615.0,-7584.0,0.00022039985198392856,0.03944317486532045,0.000768565008605935,0.08209298116440178
77,Insurance Financial Examiner 2,Business Development and Regulation,PC0237,PC02 ‐ Business Regulation and Compliance,GP,200,21.0,F,96759,98314.0,98432.0,98314.0,306.2385995224739,1.9097539477618878e-07,0.9841833309599853,0.9830034947984395,-1555.0,-1673.0,1.95570420497192e-226,2.7736865588660778e-58,1.273455104261395e-221,9.456986082798627e-56
77,Insurance Financial Examiner 2,Business Development and Regulation,PC0237,PC02 ‐ Business Regulation and Compliance,GP,200,21.0,O,122226,109261.0,109690.0,109261.0,1113.3589762300112,1.0,1.118660821336067,1.1142857142857143,12965.0,12536.0,4.917945395221259e-23,4.628289840296405e-07,1.442079068796604e-21,2.8025415356751105e-06
78,Utility Financial Analyst 2,Business Development and Regulation,PC0252,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,A,71526,85149.0,90573.0,85149.0,14076.594608558462,0.1665779562944837,0.8400098650600711,0.789705541386506,-13623.0,-19047.0,0.2726234787191547,0.381154956151325,0.398161276646411,0.5253578567318999
78,Utility Financial Analyst 2,Business Development and Regulation,PC0252,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,F,84767,98170.0,100478.0,98170.0,5989.819387270083,0.01262259433878705,0.8634715289803402,0.843637413165071,-13403.0,-15711.0,0.05061208847969444,0.2062580746730439,0.0981510154988362,0.32512340355949587
78,Utility Financial Analyst 2,Business Development and Regulation,PC0252,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,O,106763,112137.0,114957.0,112137.0,7318.58348011336,0.23138445134147573,0.9520764778797364,0.9287211740041929,-5374.0,-8194.0,0.06273373997664235,0.22180501978537942,0.11792288531494372,0.3445572949718865
79,Utility Financial Analyst 4,Business Development and Regulation,PC0254,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,A,101795,110584.0,116332.0,110584.0,14917.453136060849,0.2778717282560879,0.9205219561600232,0.8750386823917753,-8789.0,-14537.0,0.2292539117743163,0.35544796952139857,0.34659941369416014,0.49816541444927337
79,Utility Financial Analyst 4,Business Development and Regulation,PC0254,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,E,116688,120262.0,127643.0,120262.0,19155.48392436763,0.42599559244199114,0.9702815519449203,0.9141746903472967,-3574.0,-10955.0,0.2650608615670089,0.3767946570877163,0.38934300725676874,0.5207931572194582
79,Utility Financial Analyst 4,Business Development and Regulation,PC0254,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,O,141357,132675.0,141473.0,132675.0,22832.94236100615,0.6481163977455553,1.0654381006218203,0.9991800555583044,8682.0,-116.0,0.28059719647249315,0.3857038061162816,0.40738383531447075,0.5300996152577078
80,Utility Tariff Analyst 2,Business Development and Regulation,PC0257,PC02 ‐ Business Regulation and Compliance,GP,200,18.0,A,66788,82094.0,85609.0,82094.0,9122.276926453354,0.046686184328955466,0.813555192827734,0.7801516195727085,-15306.0,-18821.0,0.18407906328013451,0.32636804976945555,0.29008363377783963,0.46656400557178307
80,Utility Tariff Analyst 2,Business Development and Regulation,PC0257,PC02 ‐ Business Regulation and Compliance,GP,200,18.0,F,79268,99313.0,104828.0,99313.0,14312.761664122405,0.0806820591125178,0.7981633824373445,0.7561720151104667,-20045.0,-25560.0,0.24387958939988696,0.36431871020622875,0.3642622845611712,0.507625639503741
80,Utility Tariff Analyst 2,Business Development and Regulation,PC0257,PC02 ‐ Business Regulation and Compliance,GP,200,18.0,O,99899,116533.0,124046.0,116533.0,19498.055917053785,0.19679896101072236,0.8572593171033098,0.8053383422278833,-16634.0,-24147.0,0.2750318374511951,0.3825339806583626,0.40095487669385915,0.5267975487670454
81,Community Care Licensing Specialist 1,Business Development and Regulation,PC0261,PC02 ‐ Business Regulation and Compliance,GP,200,16.0,A,57974,55857.0,59485.0,55857.0,9415.539314131656,0.5889485453623141,1.037900352686324,0.9745986383121795,2117.0,-1511.0,0.2765093687119895,0.38337780385185055,0.40266529460999106,0.5276775552543105
81,Community Care Licensing Specialist 1,Business Development and Regulation,PC0261,PC02 ‐ Business Regulation and Compliance,GP,200,16.0,F,69147,66545.0,70624.0,66545.0,10585.993622476026,0.5970801100864177,1.0391013599819672,0.9790864295423652,2602.0,-1477.0,0.26480101366391057,0.37664400916275453,0.3890387651723164,0.5206351045446969
81,Community Care Licensing Specialist 1,Business Development and Regulation,PC0261,PC02 ‐ Business Regulation and Compliance,GP,200,16.0,O,87399,75538.0,80182.0,75538.0,12052.305560867533,0.8374734774996526,1.157020307659721,1.09000773240877,11861.0,7217.0,0.26541108590255075,0.37699761214536287,0.38975293391088417,0.5210060517790619
82,Community Care Licensing Specialist 3,Business Development and Regulation,PC0263,PC02 ‐ Business Regulation and Compliance,SS,200,20.0,A,83470,83658.0,83658.0,83658.0,0.0,,0.9977527552654857,0.9977527552654857,-188.0,-188.0,,,,
82,Community Care Licensing Specialist 3,Business Development and Regulation,PC0263,PC02 ‐ Business Regulation and Compliance,SS,200,20.0,E,95326,99152.0,99152.0,99152.0,0.0,,0.961412780377602,0.961412780377602,-3826.0,-3826.0,,,,
82,Community Care Licensing Specialist 3,Business Development and Regulation,PC0263,PC02 ‐ Business Regulation and Compliance,SS,200,20.0,O,115502,114647.0,114647.0,114647.0,0.0,,1.0074576744267185,1.0074576744267185,855.0,855.0,,,,
83,Financial Examiner 2,Business Development and Regulation,PC0272,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,A,71526,78784.0,80694.0,78784.0,4956.912924473942,0.07156722788696328,0.9078746953696182,0.886385604877686,-7258.0,-9168.0,0.055987729249438636,0.2133974613304077,0.10700986630112036,0.3340949030099635
83,Financial Examiner 2,Business Development and Regulation,PC0272,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,F,84767,85077.0,88930.0,85077.0,9999.468847119424,0.4876341132297077,0.9963562419925479,0.9531879005959744,-310.0,-4163.0,0.19743601078137812,0.33526978494194515,0.30712128213566103,0.47633541303868887
83,Financial Examiner 2,Business Development and Regulation,PC0272,PC02 ‐ Business Regulation and Compliance,GP,200,19.0,O,106763,103976.0,105991.0,103976.0,5229.413373201567,0.7029648542848986,1.0268042625221205,1.0072836372899585,2787.0,772.0,0.023389710713767244,0.16007591464109133,0.05034647761330845,0.2649720061262444
84,Financial Examiner 4,Business Development and Regulation,PC0274,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,A,101795,94457.0,96738.0,94457.0,5919.747843311551,0.8924345767948487,1.0776861429010025,1.0522752175980483,7338.0,5057.0,0.055286226945427,0.21248959562030034,0.10586235322896476,0.3329585612852962
84,Financial Examiner 4,Business Development and Regulation,PC0274,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,E,116688,114692.0,115494.0,114692.0,2081.384379805289,0.8312148644160886,1.0174031318662156,1.010338199386981,1996.0,1194.0,1.790391404638754e-08,0.0029329436710966456,1.2113385245853657e-07,0.008444139059975316
84,Financial Examiner 4,Business Development and Regulation,PC0274,PC02 ‐ Business Regulation and Compliance,SS,200,23.0,O,141357,134926.0,135602.0,134926.0,1754.3838413321387,0.9998766562034459,1.047663163511851,1.0424403769855901,6431.0,5755.0,7.311389096422923e-15,6.017903727697928e-05,1.0364932251028297e-13,0.0002513240743393312
85,Commercial Vehicle Compliance Inspector 2,Business Development and Regulation,PC0302,PC03 ‐ Safety Inspection,GP,200,15.0,A,53957,61866.0,61866.0,61866.0,0.0,,0.8721591827498141,0.8721591827498141,-7909.0,-7909.0,,,,
85,Commercial Vehicle Compliance Inspector 2,Business Development and Regulation,PC0302,PC03 ‐ Safety Inspection,GP,200,15.0,F,64409,74093.0,74093.0,74093.0,0.0,,0.8692993940048318,0.8692993940048318,-9684.0,-9684.0,,,,
85,Commercial Vehicle Compliance Inspector 2,Business Development and Regulation,PC0302,PC03 ‐ Safety Inspection,GP,200,15.0,O,81608,86321.0,86321.0,86321.0,0.0,,0.9454014666187833,0.9454014666187833,-4713.0,-4713.0,,,,
86,Commercial Vehicle Compliance Inspector 5,Business Development and Regulation,PC0305,PC03 ‐ Safety Inspection,SS,200,19.0,A,78000,85509.0,85509.0,85509.0,0.0,,0.9121846823141424,0.9121846823141424,-7509.0,-7509.0,,,,
86,Commercial Vehicle Compliance Inspector 5,Business Development and Regulation,PC0305,PC03 ‐ Safety Inspection,SS,200,19.0,E,89232,100981.0,100981.0,100981.0,0.0,,0.8836513799625673,0.8836513799625673,-11749.0,-11749.0,,,,
86,Commercial Vehicle Compliance Inspector 5,Business Development and Regulation,PC0305,PC03 ‐ Safety Inspection,SS,200,19.0,O,108098,116453.0,116453.0,116453.0,0.0,,0.9282543171923437,0.9282543171923437,-8355.0,-8355.0,,,,
87,Radiological Health Physicist 1,Business Development and Regulation,PC0310,PC03 ‐ Safety Inspection,GP,200,19.0,A,71526,95579.0,98708.0,95579.0,8120.513372083228,0.001528214842730152,0.7483443015725212,0.7246221177614783,-24053.0,-27182.0,0.11959638276392076,0.2780972150081152,0.20320764368637756,0.4119821891482216
87,Radiological Health Physicist 1,Business Development and Regulation,PC0310,PC03 ‐ Safety Inspection,GP,200,19.0,F,84767,105994.0,108416.0,105994.0,6285.677017317219,0.000366348307648232,0.7997339472045587,0.7818679899645808,-21227.0,-23649.0,0.045871115889272986,0.19957532948893753,0.09020564289687805,0.31665092348813123
87,Radiological Health Physicist 1,Business Development and Regulation,PC0310,PC03 ‐ Safety Inspection,GP,200,19.0,O,106763,116513.0,118259.0,116513.0,4531.29317598508,0.015710351818841947,0.9163183507419773,0.9027896396891568,-9750.0,-11496.0,0.0050659215332358835,0.09928289167145499,0.013057127009858512,0.17889248263767454
88,Industrial Hygienist,Business Development and Regulation,PC0321,PC03 ‐ Safety Inspection,GP,200,19.0,A,71526,89309.0,91082.0,89309.0,4601.364719943613,5.5607673761532905e-05,0.8008823298883652,0.785292373904833,-17783.0,-19556.0,0.026133737913133434,0.1659081075115375,0.055452816591725046,0.2727863281535332
88,Industrial Hygienist,Business Development and Regulation,PC0321,PC03 ‐ Safety Inspection,GP,200,19.0,F,84767,104130.0,106048.0,104130.0,4977.674863424619,5.0128552098812744e-05,0.8140497455104196,0.79932671997586,-19363.0,-21281.0,0.018221916079376427,0.14778737573777118,0.04047919376854933,0.24827887478537253
88,Industrial Hygienist,Business Development and Regulation,PC0321,PC03 ‐ Safety Inspection,GP,200,19.0,O,106763,115172.0,118485.0,115172.0,8598.037967948781,0.16403374325166492,0.9269874622304032,0.9010676456935477,-8409.0,-11722.0,0.09020155296394039,0.251506210491784,0.16042163245969232,0.3806770827913067
90,Safety Officer,Business Development and Regulation,PC0323,PC03 ‐ Safety Inspection,GP,200,18.0,A,66788,78779.0,80757.0,78779.0,5133.38940555469,0.009748655098414263,0.8477893854961348,0.8270242827247174,-11991.0,-13969.0,0.06243625367254024,0.22144577660770054,0.11744612545050609,0.3441124787647168
90,Safety Officer,Business Development and Regulation,PC0323,PC03 ‐ Safety Inspection,GP,200,18.0,F,79268,90603.0,98680.0,90603.0,20961.772613076457,0.29434124655855953,0.874893767314548,0.8032833400891771,-11335.0,-19412.0,0.332787249622819,0.41444911869659495,0.4659553011712746,0.559593869457712
90,Safety Officer,Business Development and Regulation,PC0323,PC03 ‐ Safety Inspection,GP,200,18.0,O,99899,108196.0,111174.0,108196.0,7728.631774389215,0.14151431608499238,0.9233150948279049,0.8985824023602641,-8297.0,-11275.0,0.08076604559974937,0.24197343944957683,0.14613637860307205,0.36922214700177614
91,Occupational Health and Safety Analyst,Business Development and Regulation,PC0324,PC03 ‐ Safety Inspection,SS,200,20.0,A,83470,79248.0,82789.0,79248.0,9189.753228043051,0.6770354077037042,1.0532757924490208,1.0082257304714395,4222.0,681.0,0.19424698503626625,0.33317024268388074,0.3030797051381925,0.47403865342282
91,Occupational Health and Safety Analyst,Business Development and Regulation,PC0324,PC03 ‐ Safety Inspection,SS,200,20.0,E,95326,93593.0,96190.0,93593.0,6739.844431863261,0.6014598627086878,1.0185163420341266,0.9910177773157293,1733.0,-864.0,0.08246926341665284,0.24373885859739947,0.14873741239557353,0.37135313050293506
91,Occupational Health and Safety Analyst,Business Development and Regulation,PC0324,PC03 ‐ Safety Inspection,SS,200,20.0,O,115502,105802.0,108736.0,105802.0,7614.441110160496,0.8986497205640327,1.0916806865654713,1.0622241024131842,9700.0,6766.0,0.08234169586907125,0.24360735043017662,0.148542951928133,0.3711945426087594
92,Occupational Safety & Health Manager,Business Development and Regulation,PC0325,PC03 ‐ Safety Inspection,SS,200,22.0,A,95326,88625.0,98526.0,88625.0,25695.49469383063,0.6028708499676114,1.07561071932299,0.9675212634228528,6701.0,-3200.0,0.3650829630319077,0.4315409358271155,0.5007514467101626,0.5767562467182019
92,Occupational Safety & Health Manager,Business Development and Regulation,PC0325,PC03 ‐ Safety Inspection,SS,200,22.0,E,108867,113076.0,127780.0,113076.0,38160.443791342856,0.45608673603613453,0.9627772471612013,0.8519877915166693,-4209.0,-18913.0,0.3834938844094323,0.4411087803569382,0.5201265149898854,0.5862448458061159
92,Occupational Safety & Health Manager,Business Development and Regulation,PC0325,PC03 ‐ Safety Inspection,SS,200,22.0,O,131893,133624.0,143536.0,133624.0,25724.042359887808,0.4731749671806566,0.9870457402861761,0.9188844610411325,-1731.0,-11643.0,0.30172285981690805,0.39753760717855985,0.43145801650632376,0.5423391579037525
96,Boiler and Pressure Vessel Inspector 1,Business Development and Regulation,PC0338,PC03 ‐ Safety Inspection,GP,200,19.0,A,71526,68996.0,70094.0,68996.0,2849.576120980308,0.8126896409574245,1.0366687923937619,1.0204297086769196,2530.0,1432.0,0.007733141495899832,0.11301743244301538,0.0190171927353607,0.19917219978722056
96,Boiler and Pressure Vessel Inspector 1,Business Development and Regulation,PC0338,PC03 ‐ Safety Inspection,GP,200,19.0,F,84767,80377.0,81330.0,80377.0,2473.265977499302,0.9620494838336285,1.0546176144917079,1.0422599286856018,4390.0,3437.0,0.0005773651275462412,0.052090205937341115,0.0018477734565191522,0.10404013122272893
96,Boiler and Pressure Vessel Inspector 1,Business Development and Regulation,PC0338,PC03 ‐ Safety Inspection,GP,200,19.0,O,106763,91759.0,92566.0,91759.0,2094.3605916494616,0.9999999999996082,1.1635152955023484,1.1533716483374026,15004.0,14197.0,5.900243432928109e-06,0.014239620174318913,2.7364786605618845e-05,0.034033242589382943
97,Boiler and Pressure Vessel Inspector 2,Business Development and Regulation,PC0339,PC03 ‐ Safety Inspection,SS,200,20.0,A,83470,77500.0,77647.0,77500.0,381.50062821867516,1.0,1.0770322580645162,1.0749932386312413,5970.0,5823.0,4.7845805343407507e-92,1.538041757437699e-24,5.25660195530544e-89,6.141300856952756e-23
97,Boiler and Pressure Vessel Inspector 2,Business Development and Regulation,PC0339,PC03 ‐ Safety Inspection,SS,200,20.0,E,95326,89124.0,89651.0,89124.0,1367.6927283757946,0.9999971149675175,1.0695884385799561,1.0633010228552944,6202.0,5675.0,3.6013161232878054e-11,0.000560630537497547,3.423418307515781e-10,0.001913176413362843
97,Boiler and Pressure Vessel Inspector 2,Business Development and Regulation,PC0339,PC03 ‐ Safety Inspection,SS,200,20.0,O,115502,100747.0,101655.0,100747.0,2356.4800709017486,0.9999999998093022,1.1464559738751525,1.1362156313019527,14755.0,13847.0,9.543263581757218e-06,0.016272229047499566,4.2733545152379076e-05,0.03823014068927931
98,Mechanical Inspection Manager,Business Development and Regulation,PC0345,PC03 ‐ Safety Inspection,SS,200,22.0,A,95326,86018.0,99905.0,86018.0,36040.13077600505,0.6018998257321467,1.1082099095538143,0.9541664581352285,9308.0,-4579.0,0.40567964329502426,0.45250441734477276,0.5430479991662309,0.5974367733360413
98,Mechanical Inspection Manager,Business Development and Regulation,PC0345,PC03 ‐ Safety Inspection,SS,200,22.0,E,108867,107654.0,115668.0,107654.0,20798.272343839883,0.5232539885807744,1.0112675794675534,0.9412024068886814,1213.0,-6801.0,0.30236509674628986,0.3978927919341134,0.4321819117634459,0.5427043945391561
98,Mechanical Inspection Manager,Business Development and Regulation,PC0345,PC03 ‐ Safety Inspection,SS,200,22.0,O,131893,129289.0,141801.0,129289.0,32471.672518857573,0.531958111070927,1.0201409245952866,0.9301274321055564,2604.0,-9908.0,0.3452563643079504,0.4211002101423472,0.47951497453421243,0.566305048974628
99,Weights and Measures Inspector 2,Business Development and Regulation,PC0352,PC03 ‐ Safety Inspection,GP,200,16.0,A,57974,65294.0,65499.0,65294.0,532.0246856110775,2.2559945549227498e-43,0.8878916898949367,0.8851127498129743,-7320.0,-7525.0,6.344371359055806e-35,4.221435567130022e-10,4.334451867453114e-33,3.9561754099360675e-09
99,Weights and Measures Inspector 2,Business Development and Regulation,PC0352,PC03 ‐ Safety Inspection,GP,200,16.0,F,69147,75037.0,75288.0,75037.0,651.4058345774657,7.692803094155035e-20,0.9215053906739342,0.9184332164488365,-5890.0,-6141.0,5.27690078881943e-31,4.215178212585587e-09,2.7812114614517006e-29,3.4536575662842497e-08
99,Weights and Measures Inspector 2,Business Development and Regulation,PC0352,PC03 ‐ Safety Inspection,GP,200,16.0,O,87399,83084.0,83890.0,83084.0,2091.765349280627,0.9804366010871722,1.0519353906889413,1.0418285850518536,4315.0,3509.0,3.5642439307472116e-05,0.023517882459292382,0.00014438704788600852,0.052624347608697795
101,"Chief, Weights, Measures, and Permits",Business Development and Regulation,PC0360,PC03 ‐ Safety Inspection,SS,200,22.0,A,95326,85485.0,89788.0,85485.0,11167.32791309496,0.8109037061115384,1.1151196116277708,1.0616786207511026,9841.0,5538.0,0.2219893189674781,0.35095405483851266,0.33771639525956854,0.493341344610055
101,"Chief, Weights, Measures, and Permits",Business Development and Regulation,PC0360,PC03 ‐ Safety Inspection,SS,200,22.0,E,108867,113980.0,115074.0,113980.0,2839.19515150497,0.03586227962107872,0.9551412528513774,0.9460607956619219,-5113.0,-6207.0,2.9783700830940433e-05,0.022361046545777023,0.00012235690429746038,0.050377480811592046
101,"Chief, Weights, Measures, and Permits",Business Development and Regulation,PC0360,PC03 ‐ Safety Inspection,SS,200,22.0,O,131893,133118.0,136616.0,133118.0,9078.157806183168,0.44632994470350096,0.9907976381856699,0.9654286467178076,-1225.0,-4723.0,0.07127583082396582,0.2317251233698266,0.1314493009122566,0.356763657611018
102,State Metrologist 2,Business Development and Regulation,PC0362,PC03 ‐ Safety Inspection,GP,200,18.0,A,66788,89119.0,90251.0,89119.0,2937.814361520682,1.4666564612277556e-14,0.7494249262222422,0.7400250412737809,-22331.0,-23463.0,0.0012086188323871512,0.06466404499070794,0.003607814006097645,0.12492734697972774
102,State Metrologist 2,Business Development and Regulation,PC0362,PC03 ‐ Safety Inspection,GP,200,18.0,F,79268,98924.0,99619.0,98924.0,1803.6934463399948,5.914341461595432e-28,0.8013020096235494,0.7957116614300485,-19656.0,-20351.0,2.0729209727193727e-08,0.003050882510915699,1.39034381870095e-07,0.008745810271507
102,State Metrologist 2,Business Development and Regulation,PC0362,PC03 ‐ Safety Inspection,GP,200,18.0,O,99899,109289.0,110056.0,109289.0,1990.5508968960805,1.1950516970548564e-06,0.9140810145577323,0.9077106200479755,-9390.0,-10157.0,2.0052402073351917e-08,0.003023749303360681,1.3476067346985884e-07,0.008676533218663266
103,Environmental Health Technician,Business Development and Regulation,PC0401,PC04 ‐ Environmental Health,GP,200,13.0,A,47307,46883.0,49331.0,46883.0,6353.153318906917,0.5266050628119603,1.0090437898598639,0.9589710324136952,424.0,-2024.0,0.23027287070125052,0.3560734579809294,0.34783945458164234,0.4988351660325315
103,Environmental Health Technician,Business Development and Regulation,PC0401,PC04 ‐ Environmental Health,GP,200,13.0,F,55985,53082.0,56986.0,53082.0,10131.826207929984,0.6127611630687478,1.054688971779511,0.9824342821043766,2903.0,-1001.0,0.3001693705316023,0.3966774033718129,0.4297050916481554,0.5414540995961941
103,Environmental Health Technician,Business Development and Regulation,PC0401,PC04 ‐ Environmental Health,GP,200,13.0,O,70844,61606.0,66269.0,61606.0,12101.61516587539,0.777378371370586,1.1499529266629873,1.0690368045390757,9238.0,4575.0,0.30535068855246567,0.39954064309905335,0.43554105861139775,0.5443972717963911
104,Environmental Health Officer 2,Business Development and Regulation,PC0412,PC04 ‐ Environmental Health,GP,200,16.0,A,57974,65319.0,67520.0,65319.0,5712.128453804789,0.09924588631118775,0.8875518608674352,0.8586196682464455,-7345.0,-9546.0,0.12641258117754578,0.2837432722957479,0.21280515399282784,0.4185115914851312
104,Environmental Health Officer 2,Business Development and Regulation,PC0412,PC04 ‐ Environmental Health,GP,200,16.0,F,69147,78512.0,80025.0,78512.0,3926.601704046636,0.008539235918992007,0.8807188710006114,0.8640674789128397,-9365.0,-10878.0,0.02277769296641206,0.15871699025945996,0.04919582813431924,0.2631414293753571
104,Environmental Health Officer 2,Business Development and Regulation,PC0412,PC04 ‐ Environmental Health,GP,200,16.0,O,87399,91706.0,92529.0,91706.0,2135.8844695508137,0.021874128910783195,0.9530346978387455,0.9445579223810914,-4307.0,-5130.0,8.79057627738803e-06,0.015904916520107604,3.960201493549354e-05,0.03747765553350882
105,Environmental Health Officer 4,Business Development and Regulation,PC0414,PC04 ‐ Environmental Health,SS,200,20.0,A,83470,79752.0,84126.0,79752.0,11351.590121282212,0.6283669277195791,1.0466195205135922,0.9922021729310796,3718.0,-656.0,0.24116426173637068,0.3626887053967762,0.3610049314658206,0.5058934639300723
105,Environmental Health Officer 4,Business Development and Regulation,PC0414,PC04 ‐ Environmental Health,SS,200,20.0,E,95326,100879.0,106738.0,100879.0,15205.52503900148,0.3574824764295297,0.9449538556091952,0.8930840000749499,-5553.0,-11412.0,0.2535255244645295,0.3700510132549292,0.37575533221870044,0.5136954721147254
105,Environmental Health Officer 4,Business Development and Regulation,PC0414,PC04 ‐ Environmental Health,SS,200,20.0,O,115502,122291.0,132211.0,122291.0,25744.804298838484,0.39600412435633603,0.9444848762378262,0.8736186852833728,-6789.0,-16709.0,0.31738908519728576,0.40613206456764317,0.4489858812488802,0.5511424486076322
106,Tax Technician 3,Business Development and Regulation,PC0503,PC05 ‐ Revenue Audit,GP,200,14.0,A,50466,53228.0,55976.0,53228.0,7131.726029557274,0.3492731602420769,0.9481100172841361,0.90156495640989,-2762.0,-5510.0,0.22772647137688973,0.354508154343969,0.34473785579944394,0.4971583181432512
106,Tax Technician 3,Business Development and Regulation,PC0503,PC05 ‐ Revenue Audit,GP,200,14.0,F,60138,62905.0,70804.0,62905.0,20499.81947142391,0.44631510931672225,0.9560130355297671,0.8493587932885148,-2767.0,-10666.0,0.379476353295849,0.4390303116146986,0.5159263539414372,0.5841907574215414
106,Tax Technician 3,Business Development and Regulation,PC0503,PC05 ‐ Revenue Audit,GP,200,14.0,O,75914,72601.0,86162.0,72601.0,35194.08176376499,0.5374990987865184,1.04563298026198,0.8810612567024907,3313.0,-10248.0,0.4182831615318679,0.4589244365057068,0.555867877452732,0.6036902881596452
107,Tax Technician 4,Business Development and Regulation,PC0504,PC05 ‐ Revenue Audit,SS,200,16.0,A,63461,93830.0,117716.0,93830.0,61989.95922198146,0.31210165241721327,0.6763401897047853,0.5391025858846716,-30369.0,-54255.0,0.4398445996141218,0.46983620303248624,0.5774699537822844,0.6142344870668432
107,Tax Technician 4,Business Development and Regulation,PC0504,PC05 ‐ Revenue Audit,SS,200,16.0,E,72925,105255.0,130576.0,105255.0,65714.132021259,0.3113669491185972,0.6928411951926274,0.5584870113956623,-32330.0,-57651.0,0.43637317599173164,0.4680846221881799,0.5740196856547475,0.6125490406266667
107,Tax Technician 4,Business Development and Regulation,PC0504,PC05 ‐ Revenue Audit,SS,200,16.0,O,88338,117507.0,145006.0,117507.0,71366.5699005806,0.3413722917405285,0.751767979779928,0.6092023778326414,-29169.0,-56668.0,0.4346086656343938,0.46719359624344314,0.5722618827254955,0.6116906138128617
108,Tax Auditor 3,Business Development and Regulation,PC0513,PC05 ‐ Revenue Audit,GP,200,20.0,A,76440,81866.0,85799.0,81866.0,10207.088236626187,0.2975045222586884,0.9337209586397284,0.8909194745859509,-5426.0,-9359.0,0.21126187975234245,0.3442007709388062,0.32446035946808655,0.48605151403830676
108,Tax Auditor 3,Business Development and Regulation,PC0513,PC05 ‐ Revenue Audit,GP,200,20.0,F,90539,94559.0,95429.0,94559.0,2257.8608608860363,0.03750147568314639,0.9574868600556267,0.9487577151599619,-4020.0,-4890.0,1.4071760207021756e-05,0.01813020007301838,6.121661584625606e-05,0.04199941538947044
108,Tax Auditor 3,Business Development and Regulation,PC0513,PC05 ‐ Revenue Audit,GP,200,20.0,O,114192,108248.0,113026.0,108248.0,12400.06803829136,0.6841559567482578,1.0549109452368635,1.0103162104294587,5944.0,1166.0,0.191341635744239,0.33124371811985165,0.2993834736496189,0.4719268877506583
109,Revenue Audit Supervisor 2,Business Development and Regulation,PC0522,PC05 ‐ Revenue Audit,SS,200,25.0,A,116688,85485.0,88948.0,85485.0,8987.324323273959,0.9997415958191359,1.3650114055097387,1.311867608040653,31203.0,27740.0,0.1707582878220158,0.31718450222987515,0.27279400137936094,0.45639025375345993
109,Revenue Audit Supervisor 2,Business Development and Regulation,PC0522,PC05 ‐ Revenue Audit,SS,200,25.0,E,133994,104494.0,113094.0,104494.0,22319.084371976915,0.9068724296575061,1.2823128600685207,1.1848020230958318,29500.0,20900.0,0.31982711843176703,0.4074571103965519,0.45168953647780663,0.5524933394355209
109,Revenue Audit Supervisor 2,Business Development and Regulation,PC0522,PC05 ‐ Revenue Audit,SS,200,25.0,O,162323,126457.0,135003.0,126457.0,22178.94128405985,0.947073763388018,1.283622100793155,1.2023658733509626,35866.0,27320.0,0.2842822243282415,0.3877900890144591,0.4116204441190938,0.5322674733887893
110,Revenue Appeals Officer 2,Business Development and Regulation,PC0532,PC05 ‐ Revenue Audit,GP,200,25.0,A,107153,78589.0,82854.0,78589.0,11068.708703079248,0.9950686772153492,1.3634605351894031,1.2932749173244502,28564.0,24299.0,0.23884879567944284,0.36129281893365905,0.3582194771362161,0.5044078897963684
110,Revenue Appeals Officer 2,Business Development and Regulation,PC0532,PC05 ‐ Revenue Audit,GP,200,25.0,F,127764,96307.0,101481.0,96307.0,13427.784016349831,0.9904270998759206,1.3266325396907805,1.2589942944984776,31457.0,26283.0,0.2366186117492664,0.3599430876795336,0.35552978704325755,0.5029695080489931
110,Revenue Appeals Officer 2,Business Development and Regulation,PC0532,PC05 ‐ Revenue Audit,GP,200,25.0,O,161831,117465.0,120153.0,117465.0,6976.011487427202,0.9999999998989881,1.3776954837611204,1.3468744018043661,44366.0,41678.0,0.0461061196583359,0.19991611017171135,0.09060260050197633,0.31708475359791166
111,Revenue Appeals Supervisor,Business Development and Regulation,PC0533,PC05 ‐ Revenue Audit,SS,200,26.0,A,120598,88256.0,91416.0,88256.0,8200.965885517098,0.999959879946592,1.3664566715010877,1.3192220180274787,32342.0,29182.0,0.1409265291234531,0.29525988791814617,0.23288538840545697,0.4317075548985613
111,Revenue Appeals Supervisor,Business Development and Regulation,PC0533,PC05 ‐ Revenue Audit,SS,200,26.0,E,138798,113980.0,120013.0,113980.0,15657.097211178689,0.9435277221848353,1.217739954377961,1.1565247098231024,24818.0,18785.0,0.2333139630190933,0.35793337781754125,0.3515318188463923,0.5008242762636302
